Application ID/ Customer number,Loan No.,Branch,Loan Product,Principal amount,Loan release date,Repayment date,Total Cost,Total Repaid,Loan Interest,Initiation Fee,Penalties
D1003,27,Dagoretti,SUPA FAST,50000,2/16/2023,3/18/2023,65000,65000,15000,0,0
D1003,28,Dagoretti,SUPA FAST,50000,3/3/2023,4/2/2023,65000,65000,15000,0,0
D1003,29,Dagoretti,SUPA FAST,50000,4/19/2023,5/19/2023,65000,65000,15000,0,0
D1003,30,Dagoretti,SUPA FAST,50000,5/12/2023,6/11/2023,65000,65000,15000,0,0
D1003,31,Dagoretti,SUPA FAST,50000,6/8/2023,7/8/2023,65000,65000,15000,0,0
D1003,32,Dagoretti,SUPA FAST,50000,6/27/2023,7/27/2023,65000,0,15000,0,0
D1004,1,Dagoretti,SUPA FAST,10000,8/12/2020,9/11/2020,13000,13000,3000,500,0
D1004,2,Dagoretti,SUPA FAST,10000,8/12/2020,9/11/2020,13000,13000,3000,0,0
D1004,3,Dagoretti,SUPA FAST,10000,9/3/2020,10/3/2020,13000,13000,3000,0,0
D1004,4,Dagoretti,SUPA FAST,10000,11/13/2020,12/13/2020,13000,13000,3000,0,0
D1004,5,Dagoretti,SUPA FAST,12000,12/5/2020,1/4/2021,15600,15600,3600,0,0
D1004,6,Dagoretti,SUPA FAST,12000,12/21/2020,1/20/2021,15600,15600,3600,0,0
D1004,7,Dagoretti,SUPA FAST,12000,1/14/2021,2/13/2021,15600,15600,3600,0,0
D1004,8,Dagoretti,SUPA FAST,15000,2/9/2021,3/11/2021,19500,19500,4500,0,0
D1004,9,Dagoretti,SUPA FAST,15000,3/9/2021,4/8/2021,19500,19500,4500,0,0
D1004,10,Dagoretti,SUPA FAST,17000,3/29/2021,4/28/2021,22100,22100,5100,0,0
D1004,11,Dagoretti,SUPA FAST,15000,4/19/2021,5/19/2021,19500,19500,4500,0,0
D1004,12,Dagoretti,SUPA FAST,15000,5/13/2021,6/12/2021,19500,19500,4500,0,0
D1004,13,Dagoretti,SUPA FAST,20000,6/3/2021,7/3/2021,26000,26000,6000,0,0
D1004,14,Dagoretti,SUPA FAST,20000,7/1/2021,7/31/2021,26000,24570,6000,0,5600
D1005,1,Dagoretti,SUPA FAST,3000,7/23/2020,8/22/2020,3900,3900,900,500,0
D1005,2,Dagoretti,SUPA FAST,3000,8/15/2020,9/14/2020,3900,3900,900,0,0
D1005,3,Dagoretti,SUPA FAST,3000,9/10/2020,10/10/2020,3900,3900,900,0,0
D1005,4,Dagoretti,SUPA FAST,3000,9/30/2020,10/30/2020,3900,3900,900,0,0
D1005,5,Dagoretti,SUPA FAST,3000,10/21/2020,11/20/2020,3900,3900,900,0,0
D1005,6,Dagoretti,SUPA FAST,3000,11/9/2020,12/9/2020,3900,3900,900,0,0
D1005,7,Dagoretti,SUPA FAST,3000,12/7/2020,1/6/2021,3900,3900,900,0,0
D1005,8,Dagoretti,SUPA FAST,3000,1/4/2021,2/3/2021,3900,3900,900,0,0
D1005,9,Dagoretti,SUPA FAST,3000,2/2/2021,3/4/2021,3900,3900,900,0,0
D1005,10,Dagoretti,SUPA FAST,3000,2/22/2021,3/24/2021,3900,3900,900,0,0
D1005,11,Dagoretti,SUPA FAST,3500,3/22/2021,4/21/2021,4550,4550,1050,0,980
D1006,1,Dagoretti,SUPA FAST,5000,7/24/2020,8/23/2020,6500,6500,1500,500,0
D1006,2,Dagoretti,SUPA FAST,5000,8/10/2020,9/9/2020,6500,6500,1500,0,0
D1006,3,Dagoretti,SUPA FAST,5000,8/31/2020,9/30/2020,6500,6500,1500,0,0
D1006,4,Dagoretti,SUPA FAST,5000,9/16/2020,10/16/2020,6500,6500,1500,0,0
D1006,5,Dagoretti,SUPA FAST,5000,10/1/2020,10/31/2020,6500,6500,1500,0,0
D1006,6,Dagoretti,SUPA FAST,6000,10/19/2020,11/18/2020,7800,7800,1800,0,0
D1006,7,Dagoretti,SUPA FAST,6000,11/4/2020,12/4/2020,7800,7800,1800,0,0
D1006,8,Dagoretti,SUPA FAST,6000,11/19/2020,12/19/2020,7800,7800,1800,0,0
D1006,9,Dagoretti,SUPA FAST,6000,12/5/2020,1/4/2021,7800,7800,1800,0,0
D1006,10,Dagoretti,SUPA FAST,6000,1/4/2021,2/3/2021,7800,7800,1800,0,0
D1006,11,Dagoretti,SUPA FAST,6000,2/1/2021,3/3/2021,7800,7800,1800,0,0
D1006,12,Dagoretti,SUPA FAST,7000,3/2/2021,4/1/2021,9100,9100,2100,0,0
D1006,13,Dagoretti,SUPA FAST,7000,3/31/2021,4/30/2021,9100,9100,2100,0,0
D1006,14,Dagoretti,SUPA FAST,7000,5/7/2021,6/6/2021,9100,9100,2100,0,0
D1006,15,Dagoretti,SUPA FAST,7000,6/8/2021,7/8/2021,9100,9100,2100,0,0
D1006,16,Dagoretti,SUPA FAST,8000,6/23/2021,7/23/2021,10400,10400,2400,0,0
D1006,17,Dagoretti,SUPA FAST,8000,7/21/2021,8/20/2021,10400,10400,2400,0,0
D1006,18,Dagoretti,SUPA FAST,8000,8/17/2021,9/16/2021,10400,10400,2400,0,0
D1006,19,Dagoretti,SUPA FAST,8000,9/13/2021,10/13/2021,10400,10400,2400,0,0
D1006,20,Dagoretti,SUPA FAST,4000,1/24/2022,2/23/2022,5200,5200,1200,0,0
D1006,21,Dagoretti,SUPA FAST,4000,2/28/2022,3/30/2022,5200,5200,1200,0,0
D1006,22,Dagoretti,SUPA FAST,4000,3/28/2022,4/27/2022,5200,5200,1200,0,0
D1006,23,Dagoretti,SUPA FAST,4000,4/21/2022,5/21/2022,5200,5200,1200,0,0
D1006,24,Dagoretti,SUPA FAST,5000,5/17/2022,6/16/2022,6500,6500,1500,0,0
D1006,25,Dagoretti,SUPA FAST,5000,6/13/2022,7/13/2022,6500,6500,1500,0,0
D1006,26,Dagoretti,SUPA FAST,5000,7/12/2022,8/11/2022,6500,6500,1500,0,0
D1006,27,Dagoretti,SUPA FAST,5000,8/8/2022,9/7/2022,6500,6500,1500,0,0
D1006,28,Dagoretti,SUPA FAST,5000,9/5/2022,10/5/2022,6500,6500,1500,0,0
D1006,29,Dagoretti,SUPA FAST,6000,10/3/2022,11/2/2022,7800,7800,1800,0,0
D1006,30,Dagoretti,SUPA FAST,6000,11/1/2022,12/1/2022,7800,7800,1800,0,0
D1006,31,Dagoretti,SUPA FAST,6000,11/29/2022,12/29/2022,7800,7800,1800,0,0
D1006,32,Dagoretti,SUPA FAST,6000,12/29/2022,1/28/2023,7800,7800,1800,0,0
D1006,33,Dagoretti,SUPA FAST,6000,1/27/2023,2/26/2023,7800,7800,1800,0,0
D1006,34,Dagoretti,SUPA FAST,6000,2/27/2023,3/29/2023,7800,7800,1800,0,0
D1006,35,Dagoretti,SUPA FAST,6000,3/24/2023,4/23/2023,7800,7800,1800,0,0
D1006,36,Dagoretti,SUPA FAST,6000,4/22/2023,5/22/2023,7800,7800,1800,0,0
D1006,37,Dagoretti,SUPA FAST,6000,5/17/2023,6/16/2023,7800,7800,1800,0,0
D1006,38,Dagoretti,SUPA FAST,6000,6/17/2023,7/17/2023,7800,7800,1800,0,0
D1006,39,Dagoretti,SUPA FAST,6000,7/20/2023,8/19/2023,7800,0,1800,0,0
D1007,1,Dagoretti,SUPA FAST,5000,7/24/2020,8/23/2020,6500,6500,1500,500,0
D1007,2,Dagoretti,SUPA FAST,5000,8/7/2020,9/6/2020,6500,6500,1500,0,0
D1007,5,Dagoretti,SUPA FAST,5000,8/24/2020,9/23/2020,6500,6500,1500,0,0
D1007,4,Dagoretti,SUPA FAST,5000,9/3/2020,10/3/2020,6500,6500,1500,0,0
D1007,5,Dagoretti,SUPA FAST,5000,9/19/2020,10/19/2020,6500,6500,1500,0,0
D1007,6,Dagoretti,SUPA FAST,5000,10/6/2020,11/5/2020,6500,6500,1500,0,0
D1007,7,Dagoretti,SUPA FAST,5000,10/29/2020,11/28/2020,6500,6500,1500,0,0
D1007,8,Dagoretti,SUPA FAST,5000,11/27/2020,12/27/2020,6500,6500,1500,0,0
D1007,9,Dagoretti,SUPA FAST,5000,12/30/2020,1/29/2021,6500,6500,1500,0,0
D1007,10,Dagoretti,SUPA FAST,5000,1/27/2021,2/26/2021,6500,6500,1500,0,0
D1007,11,Dagoretti,SUPA FAST,6000,3/1/2021,3/31/2021,6500,6500,1500,0,0
D1007,12,Dagoretti,SUPA FAST,6000,3/16/2021,4/15/2021,7800,7800,1800,0,0
D1007,13,Dagoretti,SUPA FAST,6000,4/14/2021,5/14/2021,7800,7800,1800,0,0
D1007,14,Dagoretti,SUPA FAST,6000,5/17/2021,6/16/2021,7800,7800,1800,0,0
D1007,15,Dagoretti,SUPA FAST,6000,6/16/2021,7/16/2021,7800,7800,1800,0,0
D1007,16,Dagoretti,SUPA FAST,8000,7/15/2021,8/14/2021,10400,10400,2400,0,0
D1007,17,Dagoretti,SUPA FAST,5000,9/15/2021,10/15/2021,6500,6500,1500,0,0
D1007,18,Dagoretti,SUPA FAST,4000,11/30/2022,12/30/2022,5200,5200,1200,0,0
D1007,19,Dagoretti,SUPA FAST,4000,12/22/2022,1/21/2023,5200,5200,1200,0,0
D1007,20,Dagoretti,SUPA FAST,4000,1/16/2023,2/15/2023,5200,5200,1200,0,0
D1007,21,Dagoretti,SUPA FAST,4000,2/13/2023,3/15/2023,5200,5200,1200,0,0
D1007,22,Dagoretti,SUPA FAST,4000,3/13/2023,4/12/2023,5200,5200,1200,0,0
D1007,23,Dagoretti,SUPA FAST,4000,4/10/2023,5/10/2023,5200,5200,1200,0,0
D1007,24,Dagoretti,SUPA FAST,4000,5/8/2023,6/7/2023,5200,5200,1200,0,0
D1007,25,Dagoretti,SUPA FAST,4000,6/5/2023,7/5/2023,5200,5200,1200,0,0
D1007,26,Dagoretti,SUPA FAST,4000,7/5/2023,8/4/2023,5200,5200,1200,0,0
D1007,27,Dagoretti,SUPA FAST,4000,7/10/2023,8/9/2023,5200,5200,1200,0,0
D1008,1,Dagoretti,SUPA FAST,5000,7/28/2020,8/27/2020,6500,6500,1500,0,0
D1008,2,Dagoretti,SUPA FAST,5000,8/25/2020,9/24/2020,6500,6500,1500,0,0
D1008,3,Dagoretti,SUPA FAST,5000,9/24/2020,10/24/2020,6500,6500,1500,0,0
D1008,4,Dagoretti,SUPA FAST,5000,10/21/2020,11/20/2020,6500,6500,1500,0,0
D1008,5,Dagoretti,SUPA FAST,5000,11/18/2020,12/18/2020,6500,6500,1500,0,0
D1008,6,Dagoretti,SUPA FAST,5000,12/17/2020,1/16/2021,6500,6500,1500,0,0
D1008,7,Dagoretti,SUPA FAST,5000,1/15/2021,2/14/2021,6500,6500,1500,0,0
D1008,8,Dagoretti,SUPA FAST,5000,2/11/2021,3/13/2021,6500,6500,1500,0,0
D1008,9,Dagoretti,SUPA FAST,7000,3/8/2021,4/7/2021,9100,400,2100,0,1960
D1009,1,Dagoretti,SUPA FAST,2000,7/29/2020,8/28/2020,2600,2600,600,500,0
D1009,2,Dagoretti,SUPA FAST,4000,8/5/2020,9/4/2020,5200,5200,1200,0,0
D1009,3,Dagoretti,SUPA FAST,4000,9/3/2020,10/2/2020,5200,0,1200,0,640
D1010,1,Dagoretti,SUPA FAST,4000,7/30/2020,8/29/2020,5200,5200,1200,500,0
D1010,2,Dagoretti,SUPA FAST,4000,8/28/2020,9/27/2020,5200,5200,1200,0,0
D1010,3,Dagoretti,SUPA FAST,4000,9/24/2020,10/24/2020,5200,5200,1200,0,0
D1010,4,Dagoretti,SUPA FAST,4000,10/17/2020,11/16/2020,5200,5200,1200,0,0
D1010,5,Dagoretti,SUPA FAST,3000,11/20/2020,12/20/2020,3900,3900,900,0,0
D1010,6,Dagoretti,SUPA FAST,4000,1/18/2021,2/17/2021,5200,5200,1200,0,0
D1011,1,Dagoretti,SUPA FAST,7500,7/31/2020,8/30/2020,9750,9750,2250,500,0
D1011,2,Dagoretti,SUPA FAST,7500,8/26/2020,9/25/2020,9750,9750,2250,0,0
D1011,3,Dagoretti,SUPA FAST,7500,9/14/2020,10/14/2020,9750,9750,2250,0,0
D1011,4,Dagoretti,SUPA FAST,7500,10/7/2020,11/6/2020,9750,9750,2250,0,0
D1011,5,Dagoretti,SUPA FAST,8500,10/26/2020,11/25/2020,11050,11050,2550,0,0
D1011,6,Dagoretti,SUPA FAST,8500,11/24/2020,12/24/2020,11050,11050,2550,0,0
D1011,7,Dagoretti,SUPA FAST,8500,1/8/2021,2/7/2021,11050,11050,2550,0,0
D1011,8,Dagoretti,SUPA FAST,9500,2/6/2021,3/8/2021,12350,12350,2850,0,0
D1011,9,Dagoretti,SUPA FAST,9500,3/2/2021,4/1/2021,12350,10950,2850,0,2660
D1012,1,Dagoretti,SUPA FAST,5000,8/4/2020,9/3/2020,6500,6500,1500,500,0
D1012,2,Dagoretti,SUPA FAST,5000,8/27/2020,9/26/2020,6500,6500,1500,0,0
D1012,3,Dagoretti,SUPA FAST,5000,9/15/2020,10/15/2020,6500,6500,1500,0,0
D1012,4,Dagoretti,SUPA FAST,6000,10/6/2020,11/5/2020,7800,7800,1800,0,0
D1012,5,Dagoretti,SUPA FAST,6000,6/9/2021,7/9/2021,7800,7800,1800,0,0
D1012,6,Dagoretti,SUPA FAST,7000,7/8/2021,8/7/2021,9100,9100,2100,0,0
D1012,7,Dagoretti,SUPA FAST,7000,7/28/2021,8/27/2021,9100,9100,2100,0,0
D1012,8,Dagoretti,SUPA FAST,7500,8/18/2021,9/17/2021,9750,9750,2250,0,0
D1012,9,Dagoretti,SUPA FAST,7500,9/9/2021,10/9/2021,9750,9750,2250,0,0
D1012,10,Dagoretti,SUPA FAST,10000,10/6/2021,11/5/2021,13000,13000,3000,0,0
D1012,11,Dagoretti,SUPA FAST,10000,10/27/2021,11/26/2021,13000,13000,3000,0,0
D1012,12,Dagoretti,SUPA FAST,10000,11/15/2021,12/15/2021,13000,13000,3000,0,0
D1012,13,Dagoretti,SUPA FAST,10000,12/2/2021,1/1/2022,13000,13000,3000,0,0
D1012,14,Dagoretti,SUPA FAST,10000,12/24/2021,1/23/2022,13000,0,3000,0,2800
D1013,1,Dagoretti,SUPA FAST,10000,8/4/2020,9/3/2020,13000,13000,3000,500,0
D1013,2,Dagoretti,SUPA FAST,10000,9/1/2020,10/1/2020,13000,13000,3000,0,0
D1013,3,Dagoretti,SUPA FAST,10000,9/23/2020,10/23/2020,13000,13000,3000,0,0
D1014,1,Dagoretti,SUPA FAST,10000,8/5/2020,9/4/2020,13000,13000,3000,0,0
D1014,2,Dagoretti,SUPA FAST,10000,9/3/2020,10/3/2020,13000,13000,3000,0,0
D1014,3,Dagoretti,SUPA FAST,10000,10/2/2020,11/1/2020,13000,13000,3000,0,0
D1014,4,Dagoretti,SUPA FAST,10000,10/29/2020,11/28/2020,13000,13000,3000,0,0
D1014,5,Dagoretti,SUPA FAST,15000,11/26/2020,12/26/2020,19500,19500,4500,0,0
D1014,6,Dagoretti,SUPA FAST,15000,12/23/2020,1/22/2020,19500,19500,4500,0,0
D1014,7,Dagoretti,SUPA FAST,15000,1/20/2021,2/19/2021,19500,19500,4500,0,0
D1014,8,Dagoretti,SUPA FAST,15000,2/18/2021,3/20/2021,19500,19500,4500,0,0
D1014,9,Dagoretti,SUPA FAST,15000,3/19/2021,4/18/2021,19500,19500,4500,0,0
D1014,10,Dagoretti,SUPA FAST,18000,4/17/2021,5/17/2021,23400,23400,5400,0,0
D1014,11,Dagoretti,SUPA FAST,20000,5/17/2021,6/16/2021,26000,26000,6000,0,0
D1014,12,Dagoretti,SUPA FAST,20000,6/15/2021,7/14/2021,26000,26000,6000,0,0
D1014,13,Dagoretti,SUPA FAST,26000,7/14/2021,8/13/2021,33800,33800,7800,0,0
D1014,14,Dagoretti,SUPA FAST,26000,8/7/2021,9/6/2021,33800,29143,7800,0,7800
D1015,1,Dagoretti,SUPA FAST,5000,8/5/2020,9/4/2020,6500,6500,1500,500,0
D1015,2,Dagoretti,SUPA FAST,5000,8/28/2020,9/27/2020,6500,6500,1500,0,0
D1015,3,Dagoretti,SUPA FAST,5000,9/19/2020,10/19/2020,6500,6500,1500,0,0
D1015,4,Dagoretti,SUPA FAST,7000,10/5/2020,11/4/2020,9100,9100,2100,0,0
D1015,5,Dagoretti,SUPA FAST,7000,11/2/2020,12/2/2020,9100,9100,2100,0,0
D1015,6,Dagoretti,SUPA FAST,7000,12/1/2020,12/31/2020,9100,9100,2100,0,0
D1015,7,Dagoretti,SUPA FAST,7000,12/29/2020,1/28/2021,9100,9100,2100,0,0
D1015,8,Dagoretti,SUPA FAST,7000,1/26/2021,2/25/2021,9100,9100,2100,0,0
D1015,9,Dagoretti,SUPA FAST,8000,2/24/2021,3/26/2021,10400,10400,2400,0,0
D1015,10,Dagoretti,SUPA FAST,8000,3/31/2021,4/30/2021,10400,0,0,0,0
D1016,1,Dagoretti,SUPA FAST,3000,8/7/2020,9/6/2020,3900,3900,900,500,0
D1016,2,Dagoretti,SUPA FAST,3000,9/2/2020,10/2/2020,3900,3900,900,0,0
D1016,3,Dagoretti,SUPA FAST,3000,9/28/2020,10/28/2020,3900,3900,900,0,0
D1016,4,Dagoretti,SUPA FAST,3000,10/28/2020,11/27/2020,3900,3900,900,0,0
D1016,5,Dagoretti,SUPA FAST,3000,11/26/2020,12/26/2020,3900,3900,900,0,0
D1016,6,Dagoretti,SUPA FAST,3000,12/24/2020,1/23/2021,3900,3900,900,0,0
D1016,7,Dagoretti,SUPA FAST,3000,1/25/2021,2/24/2021,3900,3900,900,0,0
D1016,8,Dagoretti,SUPA FAST,3500,2/23/2021,3/25/2021,4550,4550,1050,0,0
D1016,9,Dagoretti,SUPA FAST,3500,3/22/2021,4/21/2021,4550,4550,1050,0,0
D1016,10,Dagoretti,SUPA FAST,3500,4/16/2021,5/16/2021,4550,4550,1050,0,0
D1016,11,Dagoretti,SUPA FAST,3500,6/4/2021,7/4/2021,4550,4550,1050,0,0
D1016,12,Dagoretti,SUPA FAST,3500,7/7/2021,8/6/2021,4550,4550,1050,0,0
D1016,13,Dagoretti,SUPA FAST,3500,8/17/2021,9/16/2021,4550,4550,1050,0,0
D1016,14,Dagoretti,SUPA FAST,3500,9/24/2021,10/24/2021,4550,4550,1050,0,0
D1016,15,Dagoretti,SUPA FAST,3500,11/8/2021,12/8/2021,4550,4550,1050,0,0
D1016,16,Dagoretti,SUPA FAST,3500,1/12/2021,2/11/2021,4550,1200,1050,0,0
D1017,1,Dagoretti,SUPA FAST,5000,8/11/2020,9/10/2020,6500,6500,1500,500,0
D1017,2,Dagoretti,SUPA FAST,5000,9/8/2020,10/8/2020,6500,6500,1500,0,0
D1017,3,Dagoretti,SUPA FAST,5000,10/6/2020,11/5/2020,6500,6500,1500,0,0
D1017,4,Dagoretti,SUPA FAST,5000,11/3/2020,12/3/2020,6500,6500,1500,0,0
D1017,5,Dagoretti,SUPA FAST,5000,12/1/2020,12/31/2020,6500,6500,1500,0,0
D1017,6,Dagoretti,SUPA FAST,5000,12/28/2020,1/27/2021,6500,6500,1500,0,0
D1017,7,Dagoretti,SUPA FAST,5000,1/21/2021,2/20/2021,6500,6500,1500,0,0
D1017,8,Dagoretti,SUPA FAST,6000,2/18/2021,3/20/2021,7800,7800,1800,0,0
D1017,9,Dagoretti,SUPA FAST,6000,3/23/2021,4/22/2021,7800,7800,1800,0,0
D1017,10,Dagoretti,SUPA FAST,6000,4/24/2021,5/24/2021,7800,7800,1800,0,0
D1017,11,Dagoretti,SUPA FAST,6000,5/24/2021,6/23/2021,7800,7800,1800,0,0
D1017,12,Dagoretti,SUPA FAST,8000,6/21/2021,7/21/2021,10400,10400,2400,0,0
D1017,13,Dagoretti,SUPA FAST,8000,7/19/2021,8/18/2021,10400,10400,2400,0,0
D1017,14,Dagoretti,SUPA FAST,8000,8/16/2021,9/15/2021,10400,10400,2400,0,0
D1017,15,Dagoretti,SUPA FAST,8000,9/13/2021,10/13/2021,10400,10400,2400,0,0
D1017,16,Dagoretti,SUPA FAST,8000,10/21/2021,11/20/2021,10400,10400,2400,0,0
D1017,17,Dagoretti,SUPA FAST,8000,11/18/2021,12/18/2021,10400,10400,2400,0,0
D1017,18,Dagoretti,SUPA FAST,8000,12/18/2021,1/17/2022,10400,10400,2400,0,0
D1017,19,Dagoretti,SUPA FAST,8000,9/27/2022,10/27/2022,10400,10400,2400,0,0
D1017,20,Dagoretti,SUPA FAST,5000,10/26/2022,11/25/2022,6500,6500,1500,0,0
D1017,21,Dagoretti,SUPA FAST,5000,11/23/2022,12/23/2022,6500,6500,1500,0,0
D1017,22,Dagoretti,SUPA FAST,8000,12/21/2022,1/20/2023,10400,10400,2400,0,0
D1017,23,Dagoretti,SUPA FAST,5000,1/18/2023,2/17/2023,6500,6500,1500,0,0
D1017,24,Dagoretti,SUPA FAST,5000,2/24/2023,3/26/2023,6500,6500,1500,0,0
D1017,25,Dagoretti,SUPA FAST,5000,3/24/2023,4/23/2023,6500,6500,1500,0,0
D1017,26,Dagoretti,SUPA FAST,8000,4/22/2023,5/22/2023,10400,10400,2400,0,0
D1018,1,Dagoretti,SUPA FAST,2000,8/11/2020,9/10/2020,2600,2600,600,500,0
D1018,2,Dagoretti,SUPA FAST,2000,8/21/2020,9/20/2020,2600,2600,600,0,0
